"","ID","Description","Count","GeneRatio","geneID"
"GO:0034743","GO:0034743","APC-IQGAP complex",0,"0/85",""
"GO:0034744","GO:0034744","APC-IQGAP1-Cdc42 complex",0,"0/85",""
"GO:0034745","GO:0034745","APC-IQGAP1-Rac1 complex",0,"0/85",""
"GO:0034746","GO:0034746","APC-IQGAP1-CLIP-170 complex",0,"0/85",""
"GO:0034748","GO:0034748","Par3-APC-KIF3A complex",0,"0/85",""
"GO:0034749","GO:0034749","Scrib-APC complex",0,"0/85",""
"GO:0034750","GO:0034750","Scrib-APC-beta-catenin complex",0,"0/85",""
"GO:0034973","GO:0034973","Sid2-Mob1 complex",0,"0/85",""
"GO:0034996","GO:0034996","RasGAP-Fyn-Lyn-Yes complex",0,"0/85",""
"GO:0035550","GO:0035550","urease complex",0,"0/85",""
"GO:0036007","GO:0036007","scintillon",0,"0/85",""
"GO:0036457","GO:0036457","keratohyalin granule",0,"0/85",""
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule",2,"2/85","CIRBP/NSUN2"
"GO:0036501","GO:0036501","UFD1-NPL4 complex",0,"0/85",""
"GO:0042566","GO:0042566","hydrogenosome",0,"0/85",""
"GO:0042579","GO:0042579","microbody",1,"1/85","EPHX2"
"GO:0042587","GO:0042587","glycogen granule",0,"0/85",""
"GO:0042716","GO:0042716","plasma membrane-derived chromatophore",0,"0/85",""
"GO:0042735","GO:0042735","protein body",0,"0/85",""
"GO:0043265","GO:0043265","ectoplasm",0,"0/85",""
"GO:0043291","GO:0043291","RAVE complex",1,"1/85","ROGDI"
"GO:0043292","GO:0043292","contractile fiber",2,"2/85","RYR2/SCN1A"
"GO:0043614","GO:0043614","multi-eIF complex",0,"0/85",""
"GO:0044207","GO:0044207","translation initiation ternary complex",0,"0/85",""
"GO:0044222","GO:0044222","anammoxosome",0,"0/85",""
"GO:0044223","GO:0044223","pirellulosome",0,"0/85",""
"GO:0044227","GO:0044227","methane-oxidizing organelle",0,"0/85",""
"GO:0044312","GO:0044312","crystalloid",0,"0/85",""
"GO:0045169","GO:0045169","fusome",0,"0/85",""
"GO:0045170","GO:0045170","spectrosome",0,"0/85",""
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex",0,"0/85",""
"GO:0045495","GO:0045495","pole plasm",0,"0/85",""
"GO:0048471","GO:0048471","perinuclear region of cytoplasm",2,"2/85","BDNF/HFE"
"GO:0048492","GO:0048492","ribulose bisphosphate carboxylase complex",0,"0/85",""
"GO:0048500","GO:0048500","signal recognition particle",0,"0/85",""
"GO:0055087","GO:0055087","Ski complex",0,"0/85",""
"GO:0060417","GO:0060417","yolk",0,"0/85",""
"GO:0061908","GO:0061908","phagophore",0,"0/85",""
"GO:0062073","GO:0062073","histone mRNA stem-loop binding complex",0,"0/85",""
"GO:0070088","GO:0070088","PHA granule",0,"0/85",""
"GO:0070214","GO:0070214","CSK-GAP-A.p62 complex",0,"0/85",""
"GO:0070422","GO:0070422","G-protein beta/gamma-Raf-1 complex",0,"0/85",""
"GO:0070441","GO:0070441","G-protein beta/gamma-Btk complex",0,"0/85",""
"GO:0070695","GO:0070695","FHF complex",0,"0/85",""
"GO:0070826","GO:0070826","paraferritin complex",0,"0/85",""
"GO:0070937","GO:0070937","CRD-mediated mRNA stability complex",0,"0/85",""
"GO:0070992","GO:0070992","translation initiation complex",0,"0/85",""
"GO:0070993","GO:0070993","translation preinitiation complex",0,"0/85",""
"GO:0071075","GO:0071075","CUGBP1-eIF2 complex",0,"0/85",""
"GO:0071142","GO:0071142","homomeric SMAD protein complex",0,"0/85",""
"GO:0071203","GO:0071203","WASH complex",0,"0/85",""
"GO:0071212","GO:0071212","subsynaptic reticulum",0,"0/85",""
"GO:0071254","GO:0071254","cytoplasmic U snRNP body",0,"0/85",""
"GO:0071513","GO:0071513","phosphopantothenoylcysteine decarboxylase complex",0,"0/85",""
"GO:0071521","GO:0071521","Cdc42 GTPase complex",0,"0/85",""
"GO:0071563","GO:0071563","Myo2p-Vac17p-Vac8p transport complex",0,"0/85",""
"GO:0090651","GO:0090651","apical cytoplasm",0,"0/85",""
"GO:0090652","GO:0090652","basolateral cytoplasm",0,"0/85",""
"GO:0097433","GO:0097433","dense body",0,"0/85",""
"GO:0098593","GO:0098593","goblet cell theca",0,"0/85",""
"GO:0099568","GO:0099568","cytoplasmic region",1,"1/85","DLG4"
"GO:0106232","GO:0106232","hydroxyisourate hydrolase complex",0,"0/85",""
"GO:0110158","GO:0110158","calpain complex",0,"0/85",""
"GO:0120098","GO:0120098","procentriole",0,"0/85",""
"GO:0120099","GO:0120099","procentriole replication complex",0,"0/85",""
"GO:0120293","GO:0120293","dynein axonemal particle",0,"0/85",""
"GO:1905720","GO:1905720","cytoplasmic microtubule bundle",0,"0/85",""
"GO:1990316","GO:1990316","Atg1/ULK1 kinase complex",0,"0/85",""
"GO:1990565","GO:1990565","HSP90-CDC37 chaperone complex",0,"0/85",""
"GO:1990728","GO:1990728","mitotic spindle assembly checkpoint MAD1-MAD2 complex",0,"0/85",""
"GO:1990730","GO:1990730","VCP-NSFL1C complex",0,"0/85",""
"GO:1990783","GO:1990783","periphagosomal region of cytoplasm",0,"0/85",""
"GO:1990917","GO:1990917","ooplasm",0,"0/85",""
"GO:0019773","GO:0019773","proteasome core complex, alpha-subunit complex",0,"0/85",""
"GO:0019774","GO:0019774","proteasome core complex, beta-subunit complex",0,"0/85",""
"GO:0031603","GO:0031603","cytosolic proteasome core complex",0,"0/85",""
"GO:0009512","GO:0009512","cytochrome b6f complex",0,"0/85",""
"GO:0030075","GO:0030075","bacterial thylakoid",0,"0/85",""
"GO:0031976","GO:0031976","plastid thylakoid",0,"0/85",""
"GO:0031977","GO:0031977","thylakoid lumen",0,"0/85",""
"GO:0034357","GO:0034357","photosynthetic membrane",0,"0/85",""
"GO:0070116","GO:0070116","organellar chromatophore thylakoid",0,"0/85",""
"GO:0016235","GO:0016235","aggresome",0,"0/85",""
"GO:0042405","GO:0042405","nuclear inclusion body",0,"0/85",""
"GO:0097407","GO:0097407","Bunina body",0,"0/85",""
"GO:0097408","GO:0097408","fibrillary inclusion",0,"0/85",""
"GO:0097409","GO:0097409","glial cytoplasmic inclusion",0,"0/85",""
"GO:0097412","GO:0097412","hyaline inclusion",0,"0/85",""
"GO:0097413","GO:0097413","Lewy body",0,"0/85",""
"GO:0097416","GO:0097416","Lewy body-like hyaline inclusion",0,"0/85",""
"GO:0097417","GO:0097417","nematosome",0,"0/85",""
"GO:0097418","GO:0097418","neurofibrillary tangle",0,"0/85",""
"GO:0097419","GO:0097419","Pick body",0,"0/85",""
"GO:0097420","GO:0097420","skein-like inclusion",0,"0/85",""
"GO:1990011","GO:1990011","laminated body",0,"0/85",""
"GO:0005838","GO:0005838","proteasome regulatory particle",0,"0/85",""
"GO:0008537","GO:0008537","proteasome activator complex",0,"0/85",""
"GO:0022623","GO:0022623","proteasome-activating nucleotidase complex",0,"0/85",""
"GO:0030077","GO:0030077","plasma membrane light-harvesting complex",0,"0/85",""
"GO:0030089","GO:0030089","phycobilisome",0,"0/85",""
"GO:0044280","GO:0044280","subplasmalemmal coating",0,"0/85",""
"GO:0031533","GO:0031533","mRNA cap methyltransferase complex",0,"0/85",""
"GO:0035097","GO:0035097","histone methyltransferase complex",2,"2/85","JARID2/CHD8"
"GO:0035657","GO:0035657","eRF1 methyltransferase complex",0,"0/85",""
"GO:0036396","GO:0036396","RNA N6-methyladenosine methyltransferase complex",0,"0/85",""
"GO:0043527","GO:0043527","tRNA methyltransferase complex",0,"0/85",""
"GO:0043853","GO:0043853","methanol-CoM methyltransferase complex",0,"0/85",""
"GO:0044680","GO:0044680","methylthiol:coenzyme M methyltransferase complex",0,"0/85",""
"GO:0140020","GO:0140020","DNA methyltransferase complex",0,"0/85",""
"GO:0031312","GO:0031312","extrinsic component of organelle membrane",0,"0/85",""
"GO:0031967","GO:0031967","organelle envelope",2,"2/85","NRXN1/ROGDI"
"GO:0031984","GO:0031984","organelle subcompartment",3,"3/85","DHCR24/GRIN2B/RYR2"
"GO:0034646","GO:0034646","organelle-enclosing lipid monolayer",0,"0/85",""
"GO:0043231","GO:0043231","intracellular membrane-bounded organelle",53,"53/85","AVPR1A/BDNF/CHD2/CIRBP/DHCR24/DIO3/DLG4/DLX1/DNMT3A/DNMT3B/EN2/EPHX2/GABRA5/GABRB3/GRIN2B/GTF2I/HFE/ITGB3/JARID2/MEF2C/NTSR1/RARB/RYR2/SCN1A/SFSWAP/SLC1A1/SOX5/SOX9/TBL1X/NEMF/GPR50/TRIP12/NRXN1/RAI1/MYT1L/CIC/DIP2A/HEY1/SIN3A/CNTNAP2/FOXP1/ANKRD11/SNTG2/NLGN3/FEV/NSUN2/TSHZ3/CHD8/ROGDI/TET1/CTTNBP2/TET3/DIPK2A"
"GO:0043232","GO:0043232","intracellular non-membrane-bounded organelle",30,"30/85","CIRBP/DHCR24/DLG4/DLX1/DNMT3A/EN2/GRIN2B/HFE/MEF2C/RARB/RYR2/SCN1A/SOX5/SOX9/TBL1X/USH2A/NRXN1/MYT1L/CIC/HEY1/SIN3A/FOXP1/SNTG2/FEV/NSUN2/TSHZ3/CTTNBP2/CEP41/UPP2/TET3"
"GO:0070013","GO:0070013","intracellular organelle lumen",30,"30/85","BDNF/CIRBP/DNMT3A/DNMT3B/EN2/EPHX2/GABRA5/GTF2I/HFE/ITGB3/JARID2/MEF2C/RARB/SCN1A/SOX9/TBL1X/GPR50/TRIP12/NRXN1/RAI1/CIC/HEY1/SIN3A/FOXP1/ANKRD11/SNTG2/FEV/NSUN2/TSHZ3/CHD8"
"GO:0045267","GO:0045267","proton-transporting ATP synthase, catalytic core",0,"0/85",""
"GO:0045269","GO:0045269","proton-transporting ATP synthase, central stalk",0,"0/85",""
"GO:0045265","GO:0045265","proton-transporting ATP synthase, stator stalk",0,"0/85",""
"GO:0005727","GO:0005727","extrachromosomal circular DNA",0,"0/85",""
"GO:0010445","GO:0010445","nuclear dicing body",0,"0/85",""
"GO:0015030","GO:0015030","Cajal body",0,"0/85",""
"GO:0016605","GO:0016605","PML body",0,"0/85",""
"GO:0016606","GO:0016606","LYSP100-associated nuclear domain",0,"0/85",""
"GO:0016607","GO:0016607","nuclear speck",4,"4/85","BDNF/MEF2C/TRIP12/FEV"
"GO:0035061","GO:0035061","interchromatin granule",0,"0/85",""
"GO:0035363","GO:0035363","histone locus body",0,"0/85",""
"GO:0042382","GO:0042382","paraspeckles",0,"0/85",""
"GO:0071601","GO:0071601","sphere organelle",0,"0/85",""
"GO:0071920","GO:0071920","cleavage body",0,"0/85",""
"GO:0097504","GO:0097504","Gemini of coiled bodies",0,"0/85",""
"GO:1990251","GO:1990251","nuclear exosome focus",0,"0/85",""
"GO:0043598","GO:0043598","cytoplasmic DNA replication factor C complex",0,"0/85",""
"GO:0031298","GO:0031298","replication fork protection complex",0,"0/85",""
"GO:0000835","GO:0000835","ER ubiquitin ligase complex",0,"0/85",""
"GO:0030891","GO:0030891","VCB complex",0,"0/85",""
"GO:0043223","GO:0043223","cytoplasmic SCF ubiquitin ligase complex",0,"0/85",""
"GO:0045025","GO:0045025","mitochondrial degradosome",0,"0/85",""
"GO:1990061","GO:1990061","bacterial degradosome",0,"0/85",""
"GO:0000262","GO:0000262","mitochondrial chromosome",0,"0/85",""
"GO:0000809","GO:0000809","cytoplasmic origin of replication recognition complex",0,"0/85",""
"GO:0009508","GO:0009508","plastid chromosome",0,"0/85",""
"GO:0043597","GO:0043597","cytoplasmic replication fork",0,"0/85",""
"GO:0034045","GO:0034045","phagophore assembly site membrane",0,"0/85",""
"GO:0005740","GO:0005740","mitochondrial envelope",0,"0/85",""
"GO:0005759","GO:0005759","mitochondrial matrix",0,"0/85",""
"GO:0020023","GO:0020023","kinetoplast",0,"0/85",""
"GO:0044290","GO:0044290","mitochondrial intracristal space",0,"0/85",""
"GO:0098798","GO:0098798","mitochondrial protein-containing complex",0,"0/85",""
"GO:0000322","GO:0000322","storage vacuole",0,"0/85",""
"GO:0000323","GO:0000323","lytic vacuole",1,"1/85","GRIN2B"
"GO:0000325","GO:0000325","plant-type vacuole",0,"0/85",""
"GO:0000331","GO:0000331","contractile vacuole",0,"0/85",""
"GO:0005774","GO:0005774","vacuolar membrane",0,"0/85",""
"GO:0005775","GO:0005775","vacuolar lumen",0,"0/85",""
"GO:0005776","GO:0005776","autophagosome",0,"0/85",""
"GO:0032046","GO:0032046","micropexophagy-specific membrane apparatus",0,"0/85",""
"GO:0032195","GO:0032195","post-lysosomal vacuole",0,"0/85",""
"GO:0043159","GO:0043159","acrosomal matrix",0,"0/85",""
"GO:0005788","GO:0005788","endoplasmic reticulum lumen",0,"0/85",""
"GO:0005790","GO:0005790","smooth endoplasmic reticulum",1,"1/85","RYR2"
"GO:0005791","GO:0005791","rough endoplasmic reticulum",0,"0/85",""
"GO:0009510","GO:0009510","plasmodesmatal desmotubule",0,"0/85",""
"GO:0009511","GO:0009511","plasmodesmatal endoplasmic reticulum",0,"0/85",""
"GO:0016529","GO:0016529","sarcoplasmic reticulum",1,"1/85","RYR2"
"GO:0044322","GO:0044322","endoplasmic reticulum quality control compartment",0,"0/85",""
"GO:0070971","GO:0070971","endoplasmic reticulum exit site",0,"0/85",""
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum",0,"0/85",""
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment",3,"3/85","DHCR24/GRIN2B/RYR2"
"GO:0140534","GO:0140534","endoplasmic reticulum protein-containing complex",0,"0/85",""
"GO:1990007","GO:1990007","membrane stack",0,"0/85",""
"GO:0033116","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane",0,"0/85",""
"GO:0000139","GO:0000139","Golgi membrane",2,"2/85","DHCR24/DIPK2A"
"GO:0000938","GO:0000938","GARP complex",0,"0/85",""
"GO:0005796","GO:0005796","Golgi lumen",0,"0/85",""
"GO:0005801","GO:0005801","cis-Golgi network",0,"0/85",""
"GO:0017119","GO:0017119","Golgi transport complex",0,"0/85",""
"GO:0030126","GO:0030126","COPI vesicle coat",1,"1/85","DIPK2A"
"GO:0030130","GO:0030130","clathrin coat of trans-Golgi network vesicle",0,"0/85",""
"GO:0034044","GO:0034044","exomer complex",0,"0/85",""
"GO:0036063","GO:0036063","acroblast",0,"0/85",""
"GO:0070931","GO:0070931","Golgi-associated vesicle lumen",0,"0/85",""
"GO:0098791","GO:0098791","Golgi apparatus subcompartment",0,"0/85",""
"GO:0150051","GO:0150051","postsynaptic Golgi apparatus",0,"0/85",""
"GO:0000015","GO:0000015","phosphopyruvate hydratase complex",0,"0/85",""
"GO:0000345","GO:0000345","cytosolic DNA-directed RNA polymerase complex",0,"0/85",""
"GO:0002144","GO:0002144","cytosolic tRNA wobble base thiouridylase complex",0,"0/85",""
"GO:0002186","GO:0002186","cytosolic creatine kinase complex",0,"0/85",""
"GO:0005831","GO:0005831","steroid hormone aporeceptor complex",0,"0/85",""
"GO:0005832","GO:0005832","chaperonin-containing T-complex",0,"0/85",""
"GO:0005833","GO:0005833","hemoglobin complex",0,"0/85",""
"GO:0005835","GO:0005835","fatty acid synthase complex",0,"0/85",""
"GO:0005945","GO:0005945","6-phosphofructokinase complex",0,"0/85",""
"GO:0008074","GO:0008074","guanylate cyclase complex, soluble",0,"0/85",""
"GO:0008385","GO:0008385","IkappaB kinase complex",0,"0/85",""
"GO:0009316","GO:0009316","3-isopropylmalate dehydratase complex",0,"0/85",""
"GO:0016465","GO:0016465","chaperonin ATPase complex",0,"0/85",""
"GO:0022626","GO:0022626","cytosolic ribosome",0,"0/85",""
"GO:0031082","GO:0031082","BLOC complex",0,"0/85",""
"GO:0033596","GO:0033596","TSC1-TSC2 complex",0,"0/85",""
"GO:0034519","GO:0034519","cytoplasmic RNA cap binding complex",0,"0/85",""
"GO:0043293","GO:0043293","apoptosome",0,"0/85",""
"GO:0043540","GO:0043540","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",0,"0/85",""
"GO:0045246","GO:0045246","cytosolic tricarboxylic acid cycle enzyme complex",0,"0/85",""
"GO:0045247","GO:0045247","cytosolic electron transfer flavoprotein complex",0,"0/85",""
"GO:0045248","GO:0045248","cytosolic oxoglutarate dehydrogenase complex",0,"0/85",""
"GO:0045249","GO:0045249","cytosol pyruvate dehydrogenase (lipoamide) phosphatase complex",0,"0/85",""
"GO:0045250","GO:0045250","cytosolic pyruvate dehydrogenase complex",0,"0/85",""
"GO:0061702","GO:0061702","inflammasome complex",0,"0/85",""
"GO:0062092","GO:0062092","Yae1-Lto1 complex",0,"0/85",""
"GO:0072379","GO:0072379","ER membrane insertion complex",0,"0/85",""
"GO:0097342","GO:0097342","ripoptosome",0,"0/85",""
"GO:0097361","GO:0097361","CIA complex",0,"0/85",""
"GO:0097495","GO:0097495","H-NS-Hha complex",0,"0/85",""
"GO:0099078","GO:0099078","BORC complex",0,"0/85",""
"GO:0099522","GO:0099522","cytosolic region",0,"0/85",""
"GO:0106002","GO:0106002","mCRD-mediated mRNA stability complex",0,"0/85",""
"GO:1990121","GO:1990121","H-NS complex",0,"0/85",""
"GO:1990133","GO:1990133","molybdopterin cofactor (Moco) biosynthesis adenylyltransferase complex",0,"0/85",""
"GO:1990198","GO:1990198","ModE complex",0,"0/85",""
"GO:1990200","GO:1990200","SsuD-SsuE complex",0,"0/85",""
"GO:1990221","GO:1990221","L-cysteine desulfurase complex",0,"0/85",""
"GO:1990229","GO:1990229","iron-sulfur cluster assembly complex",0,"0/85",""
"GO:1990233","GO:1990233","intramolecular phosphotransferase complex",0,"0/85",""
"GO:1990235","GO:1990235","diamine N-acetyltransferase complex",0,"0/85",""
"GO:1990788","GO:1990788","GLI-SUFU complex",0,"0/85",""
"GO:0071540","GO:0071540","eukaryotic translation initiation factor 3 complex, eIF3e",0,"0/85",""
"GO:0071541","GO:0071541","eukaryotic translation initiation factor 3 complex, eIF3m",0,"0/85",""
"GO:0000235","GO:0000235","astral microtubule",0,"0/85",""
"GO:0005879","GO:0005879","axonemal microtubule",0,"0/85",""
"GO:0055028","GO:0055028","cortical microtubule",0,"0/85",""
"GO:0062194","GO:0062194","cytoplasmic microtubule minus-end",0,"0/85",""
"GO:1904511","GO:1904511","cytoplasmic microtubule plus-end",0,"0/85",""
"GO:0000133","GO:0000133","polarisome",0,"0/85",""
"GO:0000145","GO:0000145","exocyst",0,"0/85",""
"GO:0005940","GO:0005940","septin ring",0,"0/85",""
"GO:0030863","GO:0030863","cortical cytoskeleton",2,"2/85","DLG4/HFE"
"GO:0031105","GO:0031105","septin complex",0,"0/85",""
"GO:0032161","GO:0032161","cleavage apparatus septin structure",0,"0/85",""
"GO:0032541","GO:0032541","cortical endoplasmic reticulum",0,"0/85",""
"GO:0042151","GO:0042151","nematocyst",0,"0/85",""
"GO:0061645","GO:0061645","endocytic patch",0,"0/85",""
"GO:0090726","GO:0090726","cortical dynamic polarity patch",0,"0/85",""
"GO:0099738","GO:0099738","cell cortex region",0,"0/85",""
"GO:0000427","GO:0000427","plastid-encoded plastid RNA polymerase complex",0,"0/85",""
"GO:0009501","GO:0009501","amyloplast",0,"0/85",""
"GO:0009507","GO:0009507","chloroplast",0,"0/85",""
"GO:0009509","GO:0009509","chromoplast",0,"0/85",""
"GO:0009513","GO:0009513","etioplast",0,"0/85",""
"GO:0009516","GO:0009516","leucoplast",0,"0/85",""
"GO:0009526","GO:0009526","plastid envelope",0,"0/85",""
"GO:0009532","GO:0009532","plastid stroma",0,"0/85",""
"GO:0009537","GO:0009537","proplastid",0,"0/85",""
"GO:0009842","GO:0009842","cyanelle",0,"0/85",""
"GO:0010240","GO:0010240","plastid pyruvate dehydrogenase complex",0,"0/85",""
"GO:0020011","GO:0020011","apicoplast",0,"0/85",""
"GO:0031020","GO:0031020","plastid mRNA editing complex",0,"0/85",""
"GO:0033009","GO:0033009","nucleomorph",0,"0/85",""
"GO:0034400","GO:0034400","gerontoplast",0,"0/85",""
"GO:0043036","GO:0043036","starch grain",0,"0/85",""
"GO:0062116","GO:0062116","phenyloplast",0,"0/85",""
"GO:1990732","GO:1990732","pyrenoid",0,"0/85",""
"GO:0030314","GO:0030314","junctional membrane complex",0,"0/85",""
"GO:0033102","GO:0033102","acidocalcisome membrane",0,"0/85",""
"GO:0033985","GO:0033985","acidocalcisome lumen",0,"0/85",""
"GO:0030930","GO:0030930","homotetrameric ADPG pyrophosphorylase complex",0,"0/85",""
"GO:0030931","GO:0030931","heterotetrameric ADPG pyrophosphorylase complex",0,"0/85",""
"GO:0005768","GO:0005768","endosome",6,"6/85","AVPR1A/DIO3/GRIN2B/HFE/SLC1A1/CNTNAP2"
"GO:0005798","GO:0005798","Golgi-associated vesicle",1,"1/85","DIPK2A"
"GO:0020026","GO:0020026","merozoite dense granule",0,"0/85",""
"GO:0030133","GO:0030133","transport vesicle",4,"4/85","BDNF/DLG4/ROGDI/CTTNBP2"
"GO:0030135","GO:0030135","coated vesicle",1,"1/85","DIPK2A"
"GO:0030139","GO:0030139","endocytic vesicle",3,"3/85","AVPR1A/DLG4/NLGN3"
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane",7,"7/85","DIO3/DLG4/GABRB3/ITGB3/RYR2/SLC1A1/DIPK2A"
"GO:0033095","GO:0033095","aleurone grain",0,"0/85",""
"GO:0033107","GO:0033107","Cvt vesicle",0,"0/85",""
"GO:0033117","GO:0033117","esterosome",0,"0/85",""
"GO:0033675","GO:0033675","pericanalicular vesicle",0,"0/85",""
"GO:0043702","GO:0043702","carotenoid vesicle",0,"0/85",""
"GO:0044310","GO:0044310","osmiophilic body",0,"0/85",""
"GO:0044840","GO:0044840","gut granule",0,"0/85",""
"GO:0045009","GO:0045009","chitosome",0,"0/85",""
"GO:0048770","GO:0048770","pigment granule",1,"1/85","ITGB3"
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen",0,"0/85",""
"GO:0062247","GO:0062247","chloroplast vesicle",0,"0/85",""
"GO:0097487","GO:0097487","multivesicular body, internal vesicle",0,"0/85",""
"GO:0097547","GO:0097547","synaptic vesicle protein transport vesicle",0,"0/85",""
"GO:0097598","GO:0097598","sperm cytoplasmic droplet",0,"0/85",""
"GO:0097721","GO:0097721","ciliary vesicle",0,"0/85",""
"GO:0099073","GO:0099073","mitochondrion-derived vesicle",0,"0/85",""
"GO:0099503","GO:0099503","secretory vesicle",5,"5/85","BDNF/DLG4/ITGB3/ROGDI/CTTNBP2"
"GO:0120002","GO:0120002","fusiform vesicle",0,"0/85",""
"GO:1990005","GO:1990005","granular vesicle",0,"0/85",""
"GO:1990006","GO:1990006","amorphous vesicle",0,"0/85",""
"GO:1990257","GO:1990257","piccolo-bassoon transport vesicle",0,"0/85",""
"GO:0031415","GO:0031415","NatA complex",0,"0/85",""
"GO:0031416","GO:0031416","NatB complex",0,"0/85",""
"GO:0031417","GO:0031417","NatC complex",0,"0/85",""
"GO:0034082","GO:0034082","type II polyketide synthase complex",0,"0/85",""
"GO:0034083","GO:0034083","type III polyketide synthase complex",0,"0/85",""
"GO:0000932","GO:0000932","P-body",0,"0/85",""
"GO:0010494","GO:0010494","cytoplasmic stress granule",1,"1/85","CIRBP"
"GO:0033391","GO:0033391","chromatoid body",1,"1/85","NSUN2"
"GO:0043186","GO:0043186","P granule",0,"0/85",""
"GO:0071598","GO:0071598","neuronal ribonucleoprotein granule",0,"0/85",""
"GO:0120279","GO:0120279","Z granule",0,"0/85",""
"GO:0140363","GO:0140363","TIS granule",0,"0/85",""
"GO:0140364","GO:0140364","GW body",0,"0/85",""
"GO:0140365","GO:0140365","RNP body",0,"0/85",""
"GO:1990633","GO:1990633","mutator focus",0,"0/85",""
"GO:0034492","GO:0034492","hydrogenosome lumen",0,"0/85",""
"GO:0046859","GO:0046859","hydrogenosomal membrane",0,"0/85",""
"GO:0005777","GO:0005777","peroxisome",1,"1/85","EPHX2"
"GO:0031903","GO:0031903","microbody membrane",0,"0/85",""
"GO:0031907","GO:0031907","microbody lumen",1,"1/85","EPHX2"
"GO:0140266","GO:0140266","Woronin body",0,"0/85",""
"GO:0031633","GO:0031633","xanthophore",0,"0/85",""
"GO:0042717","GO:0042717","plasma membrane-derived chromatophore membrane",0,"0/85",""
"GO:0030016","GO:0030016","myofibril",2,"2/85","RYR2/SCN1A"
"GO:0030485","GO:0030485","smooth muscle contractile fiber",0,"0/85",""
"GO:0055120","GO:0055120","striated muscle dense body",0,"0/85",""
"GO:0030062","GO:0030062","mitochondrial tricarboxylic acid cycle enzyme complex",0,"0/85",""
"GO:0042709","GO:0042709","succinate-CoA ligase complex",0,"0/85",""
"GO:0017133","GO:0017133","mitochondrial electron transfer flavoprotein complex",0,"0/85",""
"GO:0019910","GO:0019910","mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex",0,"0/85",""
"GO:0005967","GO:0005967","mitochondrial pyruvate dehydrogenase complex",0,"0/85",""
"GO:0060293","GO:0060293","germ plasm",0,"0/85",""
"GO:0033011","GO:0033011","perinuclear theca",0,"0/85",""
"GO:1990723","GO:1990723","cytoplasmic periphery of the nuclear pore complex",0,"0/85",""
"GO:0042718","GO:0042718","yolk granule",0,"0/85",""
"GO:0060418","GO:0060418","yolk plasma",0,"0/85",""
"GO:0090653","GO:0090653","apical recycling endosome",0,"0/85",""
"GO:0090654","GO:0090654","basolateral recycling endosome",0,"0/85",""
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm",1,"1/85","DLG4"
"GO:1990657","GO:1990657","iNOS-S100A8/A9 complex",0,"0/85",""
"GO:0000931","GO:0000931","gamma-tubulin large complex",0,"0/85",""
"GO:0008275","GO:0008275","gamma-tubulin small complex",0,"0/85",""
"GO:0000242","GO:0000242","pericentriolar material",0,"0/85",""
"GO:0031592","GO:0031592","centrosomal corona",0,"0/85",""
"GO:0031616","GO:0031616","spindle pole centrosome",0,"0/85",""
"GO:0034451","GO:0034451","centriolar satellite",0,"0/85",""
"GO:0005821","GO:0005821","intermediate layer of spindle pole body",0,"0/85",""
"GO:0005822","GO:0005822","inner plaque of spindle pole body",0,"0/85",""
"GO:0005823","GO:0005823","central plaque of spindle pole body",0,"0/85",""
"GO:0005824","GO:0005824","outer plaque of spindle pole body",0,"0/85",""
"GO:0005825","GO:0005825","half bridge of spindle pole body",0,"0/85",""
"GO:0035974","GO:0035974","meiotic spindle pole body",0,"0/85",""
"GO:0044732","GO:0044732","mitotic spindle pole body",0,"0/85",""
"GO:1990334","GO:1990334","Bfa1-Bub2 complex",0,"0/85",""
"GO:1902636","GO:1902636","kinociliary basal body",0,"0/85",""
"GO:1902671","GO:1902671","left anterior basal body",0,"0/85",""
"GO:1902672","GO:1902672","right anterior basal body",0,"0/85",""
"GO:1902673","GO:1902673","left posteriolateral basal body",0,"0/85",""
"GO:1902674","GO:1902674","right posteriolateral basal body",0,"0/85",""
"GO:1902675","GO:1902675","left ventral basal body",0,"0/85",""
"GO:1902676","GO:1902676","right ventral basal body",0,"0/85",""
"GO:1902677","GO:1902677","left caudal basal body",0,"0/85",""
"GO:1902678","GO:1902678","right caudal basal body",0,"0/85",""
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit",0,"0/85",""
"GO:0022627","GO:0022627","cytosolic small ribosomal subunit",0,"0/85",""
"GO:0031083","GO:0031083","BLOC-1 complex",0,"0/85",""
"GO:0031084","GO:0031084","BLOC-2 complex",0,"0/85",""
"GO:0031085","GO:0031085","BLOC-3 complex",0,"0/85",""
"GO:0009376","GO:0009376","HslUV protease complex",0,"0/85",""
"GO:0072557","GO:0072557","IPAF inflammasome complex",0,"0/85",""
"GO:0072558","GO:0072558","NLRP1 inflammasome complex",0,"0/85",""
